nrow,id,dia,aerolinea,destino,region,dest_size,area_abordaje,fecha_salida,espera_min,limpieza,seguridad,satisfaccion
201,2903,viernes,TURKISH AIRLINES,ESTAMBUL,oriente medio,Hub,Gates 91-102,2018-12-31,195.0,Limpio,Muy seguro,Muy satisfecho
202,2108,viernes,JETBLUE,LONG BEACH,oeste de EE. UU.,Small,Gates 1-12,2018-12-31,119.0,Algo limpio,Muy seguro,Algo satisfecho
203,339,miércoles,SUDOESTE,PHOENIX,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,180.0,Promedio,Neutral,Neutral
204,2938,viernes,TURKISH AIRLINES,ESTAMBUL,Medio Oriente,Hub,Gates 91-102,2018-12-31,135.0,Promedio,Neutral,Neutral
205,1396,martes,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,295.0,Algo limpio,Muy seguro,Neutral
206,1843,miércoles,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,,Medio,Algo seguro,Algo satisfecho
207,3038,martes,UNITED,PORTLAND,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,362.0,Algo limpio,Algo seguro,Algo satisfecho
208,1482,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-01-01,179.0,Algo limpio,Muy seguro,Algo satisfecho
209,2670,martes,SUDOESTE,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,260.0,Promedio,Muy seguro,Algo satisfecho
211,756,domingo,ALASKA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,125.0,Limpio,Muy seguro,Algo satisfecho
212,2128,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,243.0,Limpio,Muy seguro,Algo satisfecho
213,1514,miércoles,INTERJET,GUADALAJARA,Canadá / México,Medium,Gates 1-12,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho
215,2481,viernes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,89.0,Promedio,Algo seguro,Neutral
217,1150,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,49.9999999999998,Limpio,Muy seguro,Muy satisfecho
218,1105,jueves,DELTA,MINNEAPOLIS-ST. PAUL,Medio Oeste de EE. UU.,Hub,Gates 40-48,2018-12-31,105.0,Algo limpio,Neutral,Algo satisfecho
219,2945,miércoles,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,65.0,Algo limpio,Algo seguro,Algo satisfecho
220,261,viernes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,115.0,Limpio,Muy seguro,Algo satisfecho
221,819,Domingo,ALASKA,PORTLAND,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,80.0,Algo limpio,Neutral,Neutral
223,2924,viernes,TURKISH AIRLINES,ESTAMBUL,Medio Oriente,Hub,Gates 91-102,2018-12-31,205.0,Algo limpio,Algo seguro,Algo satisfecho
224,2245,jueves,SUDOESTE,PHOENIX,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,140.0,Promedio,Algo seguro,Algo satisfecho
225,238,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,115.0,Algo limpio,Muy seguro,Algo satisfecho
226,1077,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,385.0,Algo limpio,Algo seguro,Neutral
227,3176,jueves,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho
228,1798,domingo,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,175.0,Promedio,Neutral,Neutral
229,1737,Lunes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,420.0,Algo limpio,Algo seguro,Muy satisfecho
230,3264,martes,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,390.0,Algo limpio,Muy seguro,Muy satisfecho
231,2663,sábado,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,152.0,Limpio,Algo seguro,Algo satisfecho
232,1321,jueves,JETBLUE,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 1-12,2018-12-31,276.0,Algo limpio,Muy seguro,Neutral
233,2377,miércoles,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,250.0,Promedio,Neutral,Algo satisfecho
234,3024,jueves,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,105.0,Promedio,Algo seguro,Algo satisfecho
235,713,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,185.0,Limpio,Muy seguro,Algo satisfecho
236,2385,miércoles,UNITED INTL,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 91-102,2018-12-31,515.0,Algo limpio,Muy seguro,Algo satisfecho
237,1732,lunes,AIR CANADA,TORONTO,Canadá / México,Hub,Gates 91-102,2018-12-31,100.0,Algo limpio,Neutral,Algo satisfecho
238,2878,viernes,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Limpio,Muy seguro,Muy satisfecho
239,1607,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,eur,Hub,Gates 1-12,2018-12-31,200.0,Algo limpio,Muy seguro,Neutral
240,2562,sábado,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,165.0,Limpio,Muy seguro,Algo satisfecho
241,2682,viernes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,105.0,Algo limpio,Algo seguro,Neutral
242,1771,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,115.0,Limpio,Muy seguro,Muy satisfecho
243,3265,martes,UNITED,SAN DIEGO,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,82.0,Limpio,Algo seguro,Algo satisfecho
244,2937,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,225.0,Promedio,Algo seguro,Neutral
245,2550,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,300.0,Limpio,Muy seguro,Muy satisfecho
246,810,Domingo,ALASKA,BALTIMORE,ESTE DE EE. UU.,Medium,Gates 50-59,2018-12-31,170.0,Limpio,Algo seguro,Neutral
248,664,jueves,UNITED,NEWARK,EAST US,Hub,Gates 70-90,2018-12-31,120.0,Algo limpio,Algo seguro,Algo satisfecho
249,2894,jueves,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,125.0,Algo limpio,Algo seguro,Algo satisfecho
250,2703,viernes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho
251,2364,miércoles,UNITED,AUSTIN,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho
252,1038,viernes,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,125.0,Algo limpio,Algo seguro,Neutral
253,3030,martes,UNITED,PORTLAND,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,150.0,Algo limpio,Algo seguro,Muy satisfecho
254,1438,sábado,UNITED,PORTLAND,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,130.0,Algo limpio,Muy seguro,Algo satisfecho
255,1634,jueves,KOREAN AIR,SEÚL,Asia,Hub,Gates 1-12,2018-12-31,120.0,Promedio,Neutral,Algo satisfecho
256,2142,miércoles,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,125.0,Algo limpio,Algo seguro,Neutral
257,3198,martes,UNITED,ONTARIO (CALIF),Oeste de EE. UU.,   Small,Gates 70-90,2018-12-31,1365.0,Promedio,Algo seguro,Algo insatisfecho
259,2658,sábado,AEROMEXICO,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 1-12,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho
260,282,jueves,UNITED,BALTIMORE,Este de EE. UU.,Medium,Gates 70-90,2018-12-31,224.0,Limpio,Muy seguro,Algo satisfecho
261,100,martes,UNITED,WASHINGTON DC-DULLES,EAST US,Medium,Gates 70-90,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho
263,3243,miércoles,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,125.0,Limpio,Muy seguro,Algo satisfecho
265,1646,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,350.0,Algo limpio,Muy seguro,Neutral
267,662,jueves,UNITED,NEWARK,EAST US,Hub,Gates 70-90,2018-12-31,225.0,Limpio,Muy seguro,Muy satisfecho
269,622,jueves,ALASKA,NEWARK,este de EE. UU.,Hub,Gates 50-59,2018-12-31,110.0,Algo limpio,Muy seguro,Neutral
270,2132,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,183.0,Promedio,Muy seguro,Algo satisfecho
271,2395,miércoles,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Algo seguro,Muy satisfecho
272,2126,lunes,UNITED INTL,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 91-102,2018-12-31,190.0,Limpio,Muy seguro,Algo satisfecho
273,325,jueves,UNITED,BURBANK,West US,   Small,Gates 70-90,2018-12-31,,Algo limpio,Muy seguro,Algo satisfecho
274,2531,sábado,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,130.0,Algo limpio,Muy seguro,Muy satisfecho
275,3210,jueves,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,160.0,Algo limpio,Muy seguro,Muy satisfecho
276,1816,lunes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,215.0,Promedio,Algo seguro,Algo satisfecho
278,2852,martes,UNITED,SEATTLE,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,607.0,Algo limpio,Muy seguro,Neutral
279,3063,domingo,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,215.0,Limpio,Muy seguro,Algo satisfecho
280,1923,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,185.0,Limpio,Muy seguro,Algo satisfecho
281,2785,domingo,WOW,REYKJAVIK,Europa,Small,Gates 1-12,2018-12-31,195.0,Algo limpio,Muy seguro,Algo satisfecho
282,415,sábado,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,55.0,Algo limpio,Muy seguro,Muy satisfecho
283,419,domingo,UNITED,INDIANAPOLIS,Medio Oeste de EE. UU.,Medium,Gates 60-69,2018-12-31,173.0,Algo limpio,Muy seguro,Algo satisfecho
284,1669,sábado,EMIRATES,DUBAI,Medio Oriente,Hub,Gates 1-12,2018-12-31,195.0,Algo limpio,Muy seguro,Algo satisfecho
285,420,domingo,UNITED,INDIANAPOLIS,Medio Oeste de EE. UU.,Medium,Gates 60-69,2018-12-31,158.0,Algo limpio,Algo seguro,Algo satisfecho
289,2473,viernes,UNITED,DENVER,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,231.0,Algo limpio,Algo seguro,Algo satisfecho
290,1769,jueves,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,95.0,Algo limpio,Muy seguro,Algo satisfecho
291,2122,jueves,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Promedio,Neutral,Neutral
292,2921,viernes,TURKISH AIRLINES,ESTAMBUL,Medio Oriente,Hub,Gates 91-102,2018-12-31,235.0,Limpio,Muy seguro,Muy satisfecho
293,1180,martes,SUDOESTE,LAS VEGAS,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,,Limpio,Muy seguro,Algo satisfecho
294,836,domingo,ALASKA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho
295,2899,jueves,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho
296,659,jueves,UNITED,NEWARK,EAST US,Hub,Gates 70-90,2018-12-31,135.0,Algo limpio,Muy seguro,Neutral
297,2240,jueves,SUDOESTE,PHOENIX,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,110.0,Promedio,Algo seguro,Algo satisfecho
298,323,jueves,UNITED,BURBANK,West US,   Small,Gates 70-90,2018-12-31,250.0,Limpio,Muy seguro,Muy satisfecho
299,506,domingo,ALASKA,PORTLAND,oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,148.0,Promedio,Algo seguro,Algo insatisfecho
300,2864,martes,UNITED,SEATTLE,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,148.0,Algo limpio,Algo seguro,Neutral
302,2654,sábado,AEROMEXICO,CIUDAD DE MÉXICO,Canadá / México,Hub,Gates 1-12,2018-12-31,230.0,Limpio,Muy seguro,Algo satisfecho
303,2662,viernes,UNITED,RALEIGH-DURHAM,Este de EE. UU.,Medium,Gates 60-69,2018-12-31,105.0,Limpio,Neutral,Algo satisfecho
304,430,domingo,UNITED,INDIANAPOLIS,Medio Oeste de EE. UU.,Medium,Gates 60-69,2018-12-31,173.0,Limpio,Muy seguro,Muy satisfecho
305,1281,martes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho
306,2966,miércoles,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Limpio,Muy seguro,Algo satisfecho
307,1968,viernes,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,140.0,Algo limpio,Algo seguro,Algo satisfecho
309,3249,miércoles,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,185.0,Limpio,Muy seguro,Muy satisfecho
310,2941,viernes,TURKISH AIRLINES,ESTAMBUL,oriente medio,Hub,Gates 91-102,2018-12-31,195.0,Algo limpio,Algo seguro,Neutral
311,2810,jueves,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,100.0,Algo limpio,Neutral,Algo satisfecho
313,2613,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,100.0,Algo limpio,Algo seguro,Neutral
314,1914,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Muy seguro,Algo satisfecho
315,194,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,190.0,Algo limpio,Algo seguro,Algo satisfecho
316,2316,martes,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,150.0,Limpio,Algo seguro,Muy satisfecho
317,1430,miércoles,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,82.0,Limpio,Algo seguro,Muy satisfecho
318,2881,viernes,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,130.0,Limpio,Muy seguro,Muy satisfecho
319,1864,martes,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,100.0,Promedio,Algo seguro,Algo insatisfecho
321,1702,domingo,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,120.0,Limpio,Algo seguro,Muy satisfecho
322,653,viernes,UNITED INTL,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,205.0,Algo limpio,Neutral,Neutral
323,1500,miércoles,DELTA,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,135.0,Algo limpio,Neutral,Neutral
324,2660,sábado,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,132.0,Algo limpio,Muy seguro,Algo satisfecho
325,656,jueves,UNITED,NEWARK,EAST US,Hub,Gates 70-90,2018-12-31,225.0,Algo limpio,Muy seguro,Algo satisfecho
326,1908,martes,UNITED,BOSTON,Este de EE. UU.,Grande,Gates 70-90,2018-12-31,115.0,Limpio,Muy seguro,Algo satisfecho
327,427,domingo,UNITED,HONOLULU,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,485.0,Algo limpio,Muy seguro,Algo satisfecho
328,630,jueves,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,85.0,Limpio,Neutral,Muy satisfecho
329,1928,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho
331,1587,miércoles,DELTA,SALT LAKE CITY,oeste de EE. UU.,Medium,Gates 40-48,2018-12-31,110.0,Algo limpio,Algo seguro,Algo satisfecho
332,1830,lunes,TURKISH AIRLINES,ESTAMBUL,Medio oriente,Hub,Gates 91-102,2018-12-31,135.0,Limpio,Muy seguro,Muy satisfecho
333,2516,viernes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,199.0,Limpio,Algo seguro,Algo satisfecho
334,1076,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,295.0,Promedio,Algo seguro,Algo satisfecho
335,2943,miércoles,SUDOESTE,LOS ÁNGELES,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,125.0,Limpio,Muy seguro,Muy satisfecho
336,2939,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,585.0,Promedio,Muy seguro,Algo insatisfecho
337,605,jueves,ALASKA,WASHINGTON DC-DULLES,ESTE DE EE. UU.,Medium,Gates 50-59,2018-12-31,85.0,Algo limpio,Neutral,Algo satisfecho
338,288,jueves,UNITED,BALTIMORE,Este de EE. UU.,Medium,Gates 70-90,2018-12-31,104.0,Algo limpio,Algo seguro,Algo satisfecho
339,2622,martes,JETBLUE,BOSTON,este de EE. UU.,Grande,Gates 1-12,2018-12-31,87.0,Algo limpio,Algo seguro,Neutral
340,3124,Domingo,COPA,CIUDAD DE PANAMÁ,Centroamérica / Sudamérica,Medium,Gates 1-12,2018-12-31,143.0,Algo limpio,Neutral,Algo satisfecho
341,2431,miércoles,AIR NEW ZEALAND,AUCKLAND,Australia / Nueva Zelanda,Medium,Gates 91-102,2018-12-31,220.0,Algo limpio,Algo seguro,Algo satisfecho
342,1657,sábado,EMIRATES,DUBAI,Medio Oriente,Hub,Gates 1-12,2018-12-31,180.0,Promedio,Algo seguro,Neutral
343,879,martes,ALASKA,RALEIGH-DURHAM,ESTE de EE. UU.,Medium,Gates 50-59,2018-12-31,160.0,Algo limpio,Muy seguro,Algo satisfecho
344,886,martes,ALASKA,RALEIGH-DURHAM,ESTE de EE. UU.,Medium,Gates 50-59,2018-12-31,175.0,Limpio,Muy seguro,Algo satisfecho
345,1557,jueves,DELTA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 40-48,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho
346,806,domingo,ALASKA,BALTIMORE,este de EE. UU.,Medium,Gates 50-59,2018-12-31,105.0,Algo limpio,Algo seguro,Algo satisfecho
347,692,miércoles,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,213.0,Promedio,Neutral,Neutral
348,196,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,100.0,Promedio,Neutral,Neutral
349,855,martes,ALASKA,PORTLAND,oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,334.0,Algo limpio,Muy seguro,Algo satisfecho
350,3010,miércoles,AMERICAN,MIAMI,EAST US,Hub,Gates 50-59,2018-12-31,87.99999999999979,Algo limpio,Muy seguro,Algo satisfecho
351,2338,miércoles,UNITED,AUSTIN,Medio Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho
353,1891,miércoles,SINGAPORE AIRLINES,SINGAPUR,Asia,Hub,Gates 91-102,2018-12-31,140.0,Algo limpio,Algo seguro,Algo satisfecho
354,2403,miércoles,UNITED INTL,SYDNEY,Australia / Nueva Zelanda,Hub,Gates 91-102,2018-12-31,230.0,Promedio,Muy seguro,Neutral
355,448,domingo,UNITED,HONOLULU,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,125.0,Algo limpio,Algo seguro,Algo satisfecho
356,1182,jueves,DELTA,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 40-48,2018-12-31,105.0,Promedio,Neutral,Neutral
357,1609,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,Europa,Hub,Gates 1-12,2018-12-31,230.0,Algo limpio,Muy seguro,Neutral
360,3260,martes,UNITED,SAN DIEGO,oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho
361,308,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,80.0000000000002,Limpio,Muy seguro,Algo satisfecho
362,972,viernes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,130.0,Promedio,Muy seguro,Neutral
363,1553,miércoles,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,185.0,Limpio,Muy seguro,Muy satisfecho
364,1812,domingo,ALASKA,RALEIGH-DURHAM,este de EE. UU.,Medium,Gates 50-59,2018-12-31,175.0,Promedio,Algo seguro,Algo satisfecho
365,1061,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,295.0,Limpio,Muy seguro,Muy satisfecho
366,1811,lunes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,211.0,Algo limpio,Algo seguro,Algo satisfecho
367,2714,viernes,UNITED,KAHULUI,oeste de EE. UU.,Small,Gates 60-69,2018-12-31,61.99999999999989,Limpio,Muy seguro,Muy satisfecho
368,2724,viernes,UNITED,KAHULUI,oeste de EE. UU.,Small,Gates 60-69,2018-12-31,107.0,Limpio,Muy seguro,Algo satisfecho
369,229,miércoles,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,70.0000000000001,Limpio,Muy seguro,Neutral
370,1949,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,Europa,Hub,Gates 1-12,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho
371,1897,Lunes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,145.0,Algo sucio,Neutral,Neutral
372,2239,jueves,SUDOESTE,PHOENIX,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,94.9999999999999,Algo limpio,Algo seguro,Algo satisfecho
373,479,Domingo,ALASKA,PORTLAND,Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,87.99999999999979,Algo limpio,Muy seguro,Algo satisfecho
375,2170,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,153.0,Promedio,Algo seguro,Algo satisfecho
377,2971,martes,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,250.0,Algo limpio,Muy seguro,Muy satisfecho
378,2442,martes,JETBLUE,BOSTON,EAST US,Large,Gates 1-12,2018-12-31,207.0,Algo limpio,Neutral,Neutral
379,3207,jueves,AMERICAN,LOS ANGELES,oeste de EE. UU.,  Hub ,Gates 50-59,2018-12-31,70.0,Limpio,Muy seguro,Algo satisfecho
380,2926,martes,SUDOESTE,SAN DIEGO,oeste de EE. UU.,Medium,Gates 20-39,2018-12-31,90.0,Limpio,Muy seguro,Muy satisfecho
381,859,martes,AMERICAN,DALLAS-FT. WORTH,Medio Oeste de EE. UU.,Hub,Gates 50-59,2018-12-31,685.0,Algo limpio,Algo seguro,Algo satisfecho
383,2918,jueves,DELTA,SEATTLE,oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,90.0,Algo limpio,Neutral,Algo satisfecho
384,944,jueves,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,165.0,Limpio,Muy seguro,Muy satisfecho
385,418,Domingo,UNITED,HONOLULU,Oeste de EE. UU.,Medium,Gates 70-90,2018-12-31,195.0,Algo limpio,Muy seguro,Algo satisfecho
386,1323,martes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,200.0,Limpio,Muy seguro,Muy satisfecho
387,2480,viernes,UNITED,DENVER,oeste de EE. UU.,  Hub ,Gates 70-90,2018-12-31,101.0,Limpio,Muy seguro,Algo satisfecho
388,1750,Lunes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,145.0,Promedio,Algo seguro,Algo satisfecho
389,1131,jueves,DELTA,MINNEAPOLIS-ST. PAUL,Medio oeste de EE. UU.,  Hub ,Gates 40-48,2018-12-31,90.0,Algo limpio,Algo seguro,Muy satisfecho
390,3193,Domingo,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,160.0,Algo limpio,Muy seguro,Neutral
391,1322,martes,UNITED INTL,LONDON HEATHROW,Europa,Hub,Gates 91-102,2018-12-31,180.0,Limpio,Muy seguro,Algo satisfecho
392,2166,miércoles,FRONTIER,DENVER,oeste de EE. UU.,  Hub ,Gates 20-39,2018-12-31,113.0,Limpio,Muy seguro,Algo satisfecho
393,555,jueves,EMIRATES,DUBAI,Medio Oriente,Hub,Gates 1-12,2018-12-31,225.0,Algo limpio,Muy seguro,Algo satisfecho
394,1757,Lunes,LUFTHANSA,MUNICH,Europa,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Algo seguro,Algo satisfecho
395,1065,viernes,AIR CANADA,CALGARY,Canadá / México,Medium,Gates 91-102,2018-12-31,295.0,Algo limpio,Muy inseguro,Neutral
396,1298,jueves,JETBLUE,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 1-12,2018-12-31,111.0,Promedio,Algo seguro,Neutral
397,396,viernes,ALASKA,INDIANAPOLIS,Medio Oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,100.0,Algo limpio,Algo seguro,Algo satisfecho
398,1383,martes,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,145.0,Promedio,Muy seguro,Neutral
399,1028,viernes,AIR CANADA,VANCOUVER,Canadá / México,Medium,Gates 91-102,2018-12-31,135.0,Algo limpio,Neutral,Algo insatisfecho
400,1813,lunes,UNITED INTL,LONDON HEATHROW,eur,Hub,Gates 91-102,2018-12-31,155.0,Promedio,Muy seguro,Neutral
401,331,viernes,ALASKA,SAN DIEGO,oeste de EE. UU.,Medium,Gates 50-59,2018-12-31,156.0,Promedio,Algo seguro,Neutral
403,3091,Domingo,ALASKA,NEWARK,EAST US,Hub,Gates 50-59,2018-12-31,140.0,Limpio,Muy seguro,Muy satisfecho
404,1315,jueves,JETBLUE,NUEVA YORK-JFK,este de EE. UU.,Hub,Gates 1-12,2018-12-31,96.0,Limpio,Algo seguro,Neutral
406,352,viernes,LUFTHANSA,FRANKFURT,Europa,Hub,Gates 91-102,2018-12-31,240.0,Algo limpio,Algo seguro,Algo satisfecho
407,1659,sábado,EMIRATES,DUBAI,Medio Oriente,Hub,Gates 1-12,2018-12-31,180.0,Limpio,Muy seguro,Algo satisfecho
