prestamo_id,fecha_prestamo,carrera,facultad,libro,autor,editorial,categoria,dias_prestamo,estatus,biblioteca,ciudad,observaciones,capturista
PB-00422,2026-03-14,INGENIERIA EN COMPUTACION,Ciudad Universitaria,Álgebra Lineal,Stewart,Pearson,Ciencias Sociales,25,en préstamo ,biblioteca central ,Nezahualcóyotl,sin observación,cap02
PB-00479,2026-02-28, ing. computacion , fes aragón ,Bases de Datos,Grossman,McGraw Hill,MATEMATICAS,10,devuelto ,FES ARAGON,NEZAHUALCOYOTL,sin observación,admin
PB-00408,2026-05-25,MATEMATICAS, fes aragón ,Redes de Computadoras,Stewart,Pearson,Matemáticas,,devuelto ,Biblioteca Central,NEZAHUALCOYOTL,sin observación,cap02
PB-00309,2026-02-09,Derecho,CU,Estadística Básica,Witten,Mcgraw-Hill,Ciencias Sociales,3,VENCIDO,FES ARAGON,nezahualcóyotl ,revisar,cap01
PB-00359,2026-02-28,DERECHO, ciudad universitaria ,Álgebra Lineal,Grossman,,Computación,,devuelto ,FES ARAGON,nezahualcóyotl ,libro dañado,admin
PB-00102,2026-05-07,Comunicación y Periodismo,CU,Minería de Datos,Stewart,UNAM,Computación,10,Devuelto, fes aragón ,CDMX,libro dañado,admin
PB-00417,2026-02-02,Comunicación y Periodismo,FES Aragón,Redes de Computadoras,Mendenhall,,Computación,20,devuelto , fes aragón ,CDMX,libro dañado,cap02
PB-00033,2026-04-22,Comunicación y Periodismo, ciudad universitaria ,Bases de Datos,Date,PEARSON,Computación,15,devuelto ,Biblioteca Central,nezahualcóyotl ,revisar,admin
PB-00598,2026-02-07,Ingeniería en Computación,FES Aragón,Estadística Básica,Tanenbaum,UNAM, ciencias sociales ,10,Vencido,Biblioteca Central,Nezahualcóyotl,sin observación,admin
PB-00273,2026-05-26,, fes aragón ,Bases de Datos,Witten,PEARSON,Ciencias Sociales,,En préstamo,FES Aragón,CDMX,,cap02
PB-00110,2026-02-19,Derecho, fes aragón ,Bases de Datos,Date,UNAM,MATEMATICAS,7,,FES ARAGON,Nezahualcóyotl,renovación,cap01
PB-00555,2026-05-28,comunicación ,FES Aragón,Redes de Computadoras,Tanenbaum,Alfaomega,Ciencias Sociales,7,devuelto ,FES Aragón,Ciudad de México,renovación,cap02
PB-00367,2026-02-28,MATEMATICAS, fes aragón ,Python para Todos,Grossman,Alfaomega, computación ,7,devuelto ,BIBLIOTECA CENTRAL,Ciudad de México,libro dañado,cap02
PB-00294,2026-02-19,Ingeniería en Computación, fes aragón ,Python para Todos,Grossman,PEARSON,Computación,15,VENCIDO,FES Aragón,CDMX,sin observación,cap01
PB-00433,2026-05-31, matematicas ,FES Aragón,Redes de Computadoras,Date,,MATEMATICAS,20,EN PRESTAMO,biblioteca central ,CDMX,renovación,admin
PB-00390,2026-06-05,Derecho,FES ARAGON,Estadística Básica,Tanenbaum,McGraw Hill, computación ,25,Devuelto,FES ARAGON,Nezahualcóyotl,,cap02
PB-00507,2026-02-07, matematicas ,CU,Redes de Computadoras,Mendenhall,PEARSON, ciencias sociales ,5,En préstamo, fes aragón ,Nezahualcóyotl,revisar,cap02
PB-00556,2026-05-08,derecho ,FES ARAGON,Bases de Datos,Guido, pearson ,MATEMATICAS,7,devuelto ,BIBLIOTECA CENTRAL,ciudad de mexico ,sin observación,cap01
PB-00254,2026-02-19,Matemáticas, ciudad universitaria ,Álgebra Lineal,Stewart,Pearson, computación ,7,VENCIDO,biblioteca central ,CDMX,sin observación,admin
PB-00261,2026-03-30, ing. computacion ,FES ARAGON,Redes de Computadoras,Mendenhall,UNAM,MATEMATICAS,25,VENCIDO,FES Aragón,ciudad de mexico ,revisar,temporal
PB-00222,2026-03-07,COMUNICACION Y PERIODISMO,Ciudad Universitaria,Cálculo I,Mendenhall,,Matemáticas,,Vencido,FES ARAGON,nezahualcóyotl ,libro dañado,temporal
PB-00459,2026-02-04,Ing. en Computación, fes aragón ,Python para Todos,Grossman,Mcgraw-Hill, computación ,7,VENCIDO,FES Aragón,Ciudad de México,revisar,cap01
PB-00122,2026-03-04,MATEMATICAS,Ciudad Universitaria,Álgebra Lineal,Guido,Mcgraw-Hill,COMPUTACION,10,EN PRESTAMO,FES ARAGON,ciudad de mexico ,,cap01
PB-00360,2026-05-01,Ingeniería en Computación,Ciudad Universitaria,Python para Todos,Tanenbaum,, computación ,,EN PRESTAMO,Biblioteca Central,nezahualcóyotl ,libro dañado,cap01
PB-00334,2026-06-04, ing. computacion , fes aragón ,Bases de Datos,Tanenbaum,Pearson, computación ,5,devuelto ,biblioteca central ,NEZAHUALCOYOTL,libro dañado,admin
PB-00203,2026-02-21,derecho ,Ciudad Universitaria,Python para Todos,Date,,Matemáticas,10,devuelto , fes aragón ,Ciudad de México,revisar,temporal
PB-00449,2026-03-13, ing. computacion ,FES Aragón,Bases de Datos,Grossman,Pearson,MATEMATICAS,30,en préstamo ,FES Aragón,NEZAHUALCOYOTL,sin observación,cap02
PB-00413,2026-04-10,DERECHO,FES Aragón,Redes de Computadoras,Stewart,UNAM, ciencias sociales ,5,en préstamo ,biblioteca central ,ciudad de mexico ,renovación,temporal
PB-00456,2026-03-01,Matemáticas, ciudad universitaria ,Python para Todos,Guido, pearson ,Ciencias Sociales,10,en préstamo ,Biblioteca Central,ciudad de mexico ,sin observación,cap02
PB-00241,2026-06-08,Derecho,FES Aragón,Bases de Datos,Witten,Mcgraw-Hill,Ciencias Sociales,,Vencido,FES ARAGON,Nezahualcóyotl,,cap01
PB-00274,2026-03-04,Comunicación y Periodismo, fes aragón ,Cálculo I,Mendenhall, pearson , computación ,,devuelto ,biblioteca central ,CDMX,renovación,admin
PB-00488,2026-02-16,Matemáticas,Ciudad Universitaria,Cálculo I,Guido,Mcgraw-Hill,Ciencias Sociales,20,Vencido,FES Aragón,Ciudad de México,sin observación,cap02
PB-00308,2026-05-08,,FES Aragón,Redes de Computadoras,Grossman,Mcgraw-Hill,Ciencias Sociales,20,Devuelto,FES Aragón,ciudad de mexico ,revisar,cap01
PB-00271,2026-05-19,DERECHO,Ciudad Universitaria,Redes de Computadoras,Stewart,Alfaomega, ciencias sociales ,7,Devuelto,biblioteca central ,Nezahualcóyotl,libro dañado,temporal
PB-00226,2026-06-09,INGENIERIA EN COMPUTACION, ciudad universitaria ,Bases de Datos,Guido,McGraw Hill, computación ,10,Devuelto,FES Aragón,CDMX,,temporal
PB-00592,2026-02-18,Comunicación y Periodismo, fes aragón ,Redes de Computadoras,Mendenhall, pearson , ciencias sociales ,20,EN PRESTAMO, fes aragón ,Ciudad de México,,cap01
PB-00058,2026-04-17,COMUNICACION Y PERIODISMO,Ciudad Universitaria,Estadística Básica,Guido,Pearson,Ciencias Sociales,20,Vencido, fes aragón ,Nezahualcóyotl,sin observación,cap01
PB-00263,2026-06-09,Ingeniería en Computación,FES ARAGON,Bases de Datos,Witten,Alfaomega,Computación,,VENCIDO,BIBLIOTECA CENTRAL,ciudad de mexico ,libro dañado,temporal
PB-00045,2026-03-22,Comunicación y Periodismo,FES ARAGON,Minería de Datos,Tanenbaum,UNAM, ciencias sociales ,5,Devuelto,biblioteca central ,ciudad de mexico ,libro dañado,cap01
PB-00036,2026-04-14,COMUNICACION Y PERIODISMO,FES Aragón,Estadística Básica,Stewart,Pearson, computación ,,VENCIDO,FES ARAGON,NEZAHUALCOYOTL,revisar,temporal
PB-00051,2026-04-19,DERECHO,FES Aragón,Álgebra Lineal,Grossman,,Matemáticas,7,en préstamo ,BIBLIOTECA CENTRAL,NEZAHUALCOYOTL,,cap02
PB-00364,2026-06-01,Ing. en Computación,FES Aragón,Álgebra Lineal,Guido,PEARSON,Computación,7,Devuelto,FES ARAGON,CDMX,,cap02
PB-00134,2026-02-01,COMUNICACION Y PERIODISMO,Ciudad Universitaria,Redes de Computadoras,Guido,Pearson,MATEMATICAS,15,Devuelto,FES ARAGON,Nezahualcóyotl,libro dañado,cap01
PB-00385,2026-03-05,COMUNICACION Y PERIODISMO,Ciudad Universitaria,Python para Todos,Witten,McGraw Hill,MATEMATICAS,15,en préstamo ,FES Aragón,Ciudad de México,revisar,admin
PB-00191,2026-03-17,Ingeniería en Computación, ciudad universitaria ,Estadística Básica,Guido,,MATEMATICAS,3,Devuelto,FES Aragón,CDMX,sin observación,cap01
PB-00041,2026-02-18, matematicas , ciudad universitaria ,Minería de Datos,Tanenbaum,Mcgraw-Hill,Computación,3,devuelto ,FES ARAGON,NEZAHUALCOYOTL,sin observación,admin
PB-00587,2026-04-21, ing. computacion ,Ciudad Universitaria,Bases de Datos,Guido,PEARSON,Ciencias Sociales,10,en préstamo , fes aragón ,Nezahualcóyotl,libro dañado,cap01
PB-00486,2026-02-27,DERECHO,FES Aragón,Minería de Datos,Grossman, pearson ,Matemáticas,5,Devuelto,Biblioteca Central,Ciudad de México,sin observación,admin
PB-00591,2026-06-04,INGENIERIA EN COMPUTACION,FES ARAGON,Bases de Datos,Tanenbaum,PEARSON,Matemáticas,20,,BIBLIOTECA CENTRAL,ciudad de mexico ,renovación,cap01
PB-00258,2026-04-15,INGENIERIA EN COMPUTACION, fes aragón ,Cálculo I,Tanenbaum,, ciencias sociales ,30,Vencido,BIBLIOTECA CENTRAL,nezahualcóyotl ,,temporal
PB-00354,2026-04-27,MATEMATICAS, fes aragón ,Python para Todos,Grossman,Alfaomega,Matemáticas,10,EN PRESTAMO, fes aragón ,ciudad de mexico ,renovación,temporal
PB-00444,2026-05-20,INGENIERIA EN COMPUTACION,Ciudad Universitaria,Bases de Datos,Grossman,,Matemáticas,25,Vencido,FES ARAGON,nezahualcóyotl ,libro dañado,temporal
PB-00206,2026-05-07,comunicación , ciudad universitaria ,Minería de Datos,Guido,Alfaomega,Computación,3,Devuelto,FES Aragón,ciudad de mexico ,revisar,cap01
PB-00517,2026-06-03,Ing. en Computación, fes aragón ,Redes de Computadoras,Tanenbaum,Pearson,Ciencias Sociales,25,Vencido,biblioteca central ,nezahualcóyotl ,sin observación,cap02
PB-00394,2026-02-18,Comunicación y Periodismo,FES Aragón,Álgebra Lineal,Grossman, pearson ,MATEMATICAS,15,EN PRESTAMO,Biblioteca Central,CDMX,renovación,cap02
PB-00561,2026-04-24, ing. computacion ,FES Aragón,Cálculo I,Mendenhall,PEARSON, computación ,15,devuelto ,biblioteca central ,CDMX,renovación,temporal
PB-00050,2026-04-17,comunicación ,FES Aragón,Estadística Básica,Mendenhall,PEARSON,Ciencias Sociales,20,En préstamo,BIBLIOTECA CENTRAL,CDMX,libro dañado,cap02
PB-00558,2026-03-29, ing. computacion ,FES Aragón,Cálculo I,Grossman,Pearson,Ciencias Sociales,,En préstamo,Biblioteca Central,NEZAHUALCOYOTL,libro dañado,temporal
